Author,Title,Type of Ban,State,District,Origin of Challenge,Frequency,Date
"Garden, Nancy",The Year They Burned the Books,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Garden, Nancy","Hear Us Out!: Lesbian and Gay Stories of Struggle, Progress, and Hope, 1950 to the Present",Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Garcia, Isabella",Cow on the Town: Practicing the Ow Sound,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Friend, Natasha",Lush,Banned Pending Investigation,Florida,Indian river county school district,Administrator,1,2021-11-01
"Garcia, Gabi",Escuchando con mi Corazón: Un cuento de bondad y autocompasión (Listening to My Heart),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Garber, Stephanie",Caraval (Caraval Series),Banned in Libraries,Texas,Katy independent school district,Administrator,1,2022-04-01
"Garber, Romina",Lobizona: A Novel (Wolves of No World Series),Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Garber, Romina",Lobizona (Wolves of No World Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Gale, Heather",Ho'onani: Hula Warrior,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Gaines, Ernest J.",A Lesson Before Dying,Banned Pending Investigation,Virginia,Virginia beach city public schools,Administrator,1,2021-10-01
"Gabriel, Dani",Sam!,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Gabaldon, Diana",Outlander (Outlander Series),Banned Pending Investigation,Florida,Walton county school district,Administrator,1,2022-04-01
"Fuerst, Jeffrey B.",African American Cowboys: True Heroes Of The Old West,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Fritz, Jean",The Double Life of Pocahontas,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Fierstein, Harvey",The Sissy Duckling,Banned in Libraries and Classrooms,Florida,Broward county public schools,Administrator,1,2022-06-01
"Faruqi, Saadia",Yasmin the Zookeeper (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Dunbar, Helene",We Are Lost and Found,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Faruqi, Saadia",Yasmin the Writer (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Espejo, Roman",Birth Control,Banned Pending Investigation,Texas,Klein independent school district,Administrator,1,2021-12-01
"España, Carla",En Comunidad: Lessons for Centering the Voices and Experiences of Bilingual Latinx Students,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"English, Karen",Nikki & Deja (Nikki & Deja Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"English, Karen",Nadia's Hands,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"English, Karen",Hot Day on Abbott Avenue,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Engle, Margarita",A Dog Named Haku: A Holiday Story from Nepal,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Emezi, Akwaeke",Pet,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Emdin, Christopher",For White Folks Who Teach in the Hood... and the Rest of Y'all Too: Reality Pedagogy and Urban Education,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Elya, Susan Middleton",Home at Last,Banned Pending Investigation,Florida,Walton county school district,Administrator,1,2022-04-01
"Ellor, Z. R.",May the Best Man Win,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Ellis, Grace",Magic To Brew (Moonstruck Series),Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Elliott, Zetta",Say Her Name,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Elliott, Zetta",Milo's Museum,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Eli, Adam",The New Queer Conscience,Banned in Libraries and Classrooms,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Eggers, Dave",The Circle (The Circle Series),Banned in Libraries and Classrooms,South dakota,Rapid city area schools,Administrator,1,2022-04-01
"Edwards, Roberta",Who Is Barack Obama? (Who was...? Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Edgmon, H. E.",The Witch King (The Witch King Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Easton, Emily",Enough! 20 Protesters Who Changed America,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Duyvis, Corinne",The Art of Saving the World,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Durrow, Heidi W.",The Girl Who Fell from the Sky,Banned Pending Investigation,Kansas,Goddard public schools,Administrator,1,2021-11-01
"Duran, Rye",A Perfect Blank,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Duncan, Alice Faye","Memphis, Martin, and the Mountaintop: The Sanitation Strike of 1968",Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Duncan-Andrade, Jeffrey M. R.",The Art of Critical Pedagogy: Possibilities for Moving from Theory to Practice in Urban Schools,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Essa, Huda",Teach Us Your Name: Empowering Children to Teach Others to Pronounce Their Names Correctly,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Eugenides, Jeffrey",Middlesex,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Evaristo, Bernardine","Girl, Woman, Other",Banned in Libraries and Classrooms,South dakota,Rapid city area schools,Administrator,1,2022-04-01
"Faruqi, Saadia",Yasmin the Fashionista (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Faruqi, Saadia",Yasmin the Teacher (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Faruqi, Saadia",Yasmin the Superhero (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Faruqi, Saadia",Yasmin the Soccer Star (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Faruqi, Saadia",Yasmin the Singer (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Faruqi, Saadia",Yasmin the Scientist (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Faruqi, Saadia",Yasmin the Recycler (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Faruqi, Saadia",Yasmin the Painter (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Faruqi, Saadia",Yasmin the Librarian (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Faruqi, Saadia",Yasmin the Gardener (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Faruqi, Saadia",Yasmin the Friend (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Faruqi, Saadia",Yasmin the Explorer (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Ewert, Marcus","10,000 Dresses",Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Faruqi, Saadia",Yasmin the Chef (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Faruqi, Saadia",Yasmin the Builder (Yasmin Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Faruqi, Saadia",A Place at the Table,Banned in Classrooms,North carolina,Wilkes county school district,Administrator,1,2022-05-01
"Faruqi, Reem",Lailah's Lunchbox: A Ramadan Story,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Farrey, Brian",With Or Without You,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Farizan, Sara",Tell Me Again How a Crush Should Feel,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Farizan, Sara",If You Could Be Mine,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Fabiny, Sarah",Who Was Rachel Carson? (Who was...? Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Fabiny, Sarah",Who Was Frida Kahlo? (Who was...? Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Ewing, Eve L.",Ghosts in the Schoolyard: Racism and School Closings on Chicago's South Side,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Coerr, Eleanor",Sadako,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Cline-Ransome, Lesa",Before She Was Harriet,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Giles, Lamar",Not So Pure and Simple,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Bardugo, Leigh",Six of Crows (Six of Crows Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Benwell, Fox",Kaleidoscope Song,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Bennett, Michael",Things That Make White People Uncomfortable (Adapted for Young Adults),Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Bennett, Kelly",Not Norman: A Goldfish Story,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Bell, William",La tormenta,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Bell, Eric",Alan Cole Is Not a Coward,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Bell, Derrick",Faces at the Bottom of the Well: The Permanence of Racism,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Beckman, Wendy Hart","Dating, Relationships, And Sexuality: What Teens Should Know",Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Becker, Helaine",Counting on Katherine: How Katherine Johnson Saved Apollo 13,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Beaty, Daniel",Knock Knock: My Dad's Dream for Me,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Beaty, Andrea","Sofia Valdez, Future Prez (Questioneers Picture Books Series)",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Beashel, Amy",The Sky Is Mine,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Bashardoust, Melissa",Girls Made of Snow and Glass,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Barzak, Christopher",Wonders of the Invisible World,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Barton, Bree",Tears of Frost (Heart of Thorns Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Barton, Bree",Soul of Cinder (Heart of Thorns Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Barton, Bree",Heart of Thorns (Heart of Thorns Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Barrie, James Matthew",Peter Pan,Banned Pending Investigation,Tennessee,Hamilton county schools,Administrator,1,2021-10-01
"Barnwell, Ysaye M.",No Mirrors in My Nana's House: Musical CD and Book,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Barnes, Derrick","Trivia Queen, 3rd Grade Supreme (Ruby and the Booker Boys Series)",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Barnes, Derrick",Slumber Party Payback (Ruby and the Booker Boys Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Barnes, Derrick",Ruby Flips For Attention (Ruby and the Booker Boys Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Barnes, Derrick",I Am Every Good Thing,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Barnes, Derrick",Crown: An Ode to the Fresh Cut,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Berenstain, Jan",The Berenstain Bears and the Big Question (The Berenstain Bears Series),Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Bermudez, Cyn",This Place Is Not My Home,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Bevan, Thomas E.",Being Transgender: What You Should Know,Banned in Libraries and Classrooms,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Blume, Judy","Then Again, Maybe I Won't",Banned Pending Investigation,Texas,Fredericksburg independent school district,Administrator,1,2022-03-01
"Boteju, Tanya","Kings, Queens, and In-Betweens",Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Boteju, Tanya",Bruised,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Bors, Matt","Be Gay, Do Comics: Queer History, Memoir, and Satire from The Nib",Banned in Libraries and Classrooms,Tennessee,Collierville schools,Administrator,1,2022-02-01
Born This Way Foundation Reporters,Channel Kindness: Stories of Kindness and Community,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Borinsky, Agnes",Sasha Masha,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Bongiovanni, Archie",A Quick & Easy Guide to They/Them Pronouns,Banned in Libraries and Classrooms,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Bolden, Tonya",Changing the Equation: 50+ US Black Women in STEM,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Boelts, Maribeth",Those Shoes,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Boelts, Maribeth",A Bike Like Sergio's,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Blumenthal, Karen",Jane Against the World: Roe v. Wade and the Fight for Reproductive Rights,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Blount, Patty",Someone I Used to Know,Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Bildner, Phil",Marvelous Cornelius: Hurricane Katrina and the Spirit of New Orleans,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Blakemore, Kim Taylor",Bowery Girl,Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Blake, Ashley Herring",The Mighty Heart of Sunny St. James,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Blake, Ashley Herring",La carta de Ivy Aberdeen al mundo/Ivy Aberdeen's Letter to the World,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Blake, Ashley Herring",How to Make a Wish,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Blacker, Terence",Boy2Girl,Banned Pending Investigation,Florida,Indian river county school district,Administrator,1,2021-11-01
"Birtha, Becky",Grandmama's Pride,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Bird, Jackson","Sorted: Growing Up, Coming Out, and Finding My Place",Banned in Libraries,Florida,Indian river county school district,Administrator,1,2021-11-01
"Birch, Anna",I Kissed Alice,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Bildner, Phil",Playing the Field,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Bildner, Phil",Most Valuable Players (Rip and Red Series),Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Barnes, Derrick","Brand New School, Brave New Ruby (Ruby and the Booker Boys Series)",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Bardoe, Cheryl",Nothing Stopped Sophie: The Story of Unshakable Mathematician Sophie Germain,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Bowles, David",The Witch Owl Parliament (Clockwork Curandera Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Barakiva, Michael",One Man Guy,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
Amnesty International,We Are All Born Free: The Universal Declaration of Human Rights in Pictures,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Allman, John Robert",A is for Audra: Broadway's Leading Ladies from A to Z,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Allison, Anthony",Hear These Voices: Youth at the Edge of the Millennium,Banned Pending Investigation,Florida,Indian river county school district,Administrator,1,2021-11-01
"Alley, Kristy Dallas",The Ballad of Ami Miles,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Allende, Isabel",The House of the Spirits,Banned Pending Investigation,Florida,Indian river county school district,Administrator,1,2021-11-01
"Alko, Selina",The Case for Loving: The Fight for Interracial Marriage,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Alger, Cristina",Girls Like Us (2019),Banned in Libraries,Florida,Indian river county school district,Administrator,1,2021-11-01
"Alexie, Sherman",Thunder Boy Jr.,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Alexander, Kwame",The Undefeated,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Aleman, Daniel",Indivisible,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Albertalli, Becky","Love, Creekwood: A Simonverse Novella (Simonverse Series)",Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Albertalli, Becky",Kate in Waiting,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Albertalli, Becky",Here's to Us,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Ahmed, Roda",Mae Among the Stars,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Agell, Charlotte",The Accidental Adventures of India McAllister,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Adler, Dahlia",Cool for the Summer,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Adichie, Chimamanda Ngozi",Half of a Yellow Sun,Banned in Classrooms,Michigan,Hudsonville public schools,Formal Challenge,1,2022-01-01
"Adeyoha, Koja","47,000 Beads",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Adeyemi, Tomi",Children of Blood and Bone (Legacy of Orïsha Series),Banned Pending Investigation,Texas,Katy independent school district,Administrator,1,2022-01-01
"Addasi, Maha",Time to Pray,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Ada, Alma Flor",My Name Is María Isabel,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Acito, Marc","How I Paid for College: A Novel of Sex, Theft, Friendship & Musical Theater (Edward Zanni Series)",Banned Pending Investigation,Florida,Indian river county school district,Administrator,1,2021-11-01
"Aciman, André",Call Me By Your Name (Call Me By Your Name Series),Banned Pending Investigation,Virginia,Spotsylvania county public schools,Administrator,1,2021-11-01
"Anaya, Rudolfo","Bless Me, Ultima",Banned Pending Investigation,Oklahoma,Bristow public schools,Administrator,1,2021-10-01
"Ancrum, K.",The Weight of the Stars,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Anders, Charlie Jane",Victories Greater Than Death (Unstoppable Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Arnold, Elana K.",A Boy Called Bat (A Boy Called Bat Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Banaji, Mahzarin R.",Blindspot: Hidden Biases of Good People,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Bailey, Jacqui","Sex, Puberty, and All That Stuff: A Guide to Growing Up",Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Azmitia, M.",Rising Out,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Atwood, Megan",Raise the Stakes,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
Atinuke,Anna Hibiscus (Anna Hibiscus Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Asano, Inio",A Girl on the Shore,Banned in Libraries and Classrooms,Ohio,Hudson city schools,Administrator,1,2021-09-01
"Arnold, Elana K.",Red Hood,Banned Pending Investigation,Florida,Brevard public schools,Administrator,1,2022-03-01
"Arnold, Elana K.",Damsel,Banned Pending Investigation,Florida,Brevard public schools,Administrator,1,2022-03-01
"Arnold, Elana K.",Bat and the Waiting Game (A Boy Called Bat Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Arnold, Elana K.",Bat and the End of Everything (A Boy Called Bat Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Armentrout, Jennifer L.",Meet Cute: Some People Are Destined to Meet,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,1,2022-01-01
"Anderson, Airlie",Neither,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Applegate, Katherine",Wishtree,Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Apelqvist, Eva",LGBTQ Families: The Ultimate Teen Guide,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Anstey, Cindy",Duels and Deception,Banned in Libraries,Texas,Katy independent school district,Administrator,1,2022-04-01
"Ansari, Aziz",Modern Romance: An Investigation,Banned Pending Investigation,Missouri,Wentzville school district,Formal Challenge,1,2021-10-01
"Angelou, Maya",And Still I Rise,Banned Pending Investigation,Texas,Klein independent school district,Administrator,1,2021-12-01
"Andrews, Troy",Trombone Shorty,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Andrews, Troy",The 5 O'Clock Band,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Andrews, Arin",Some Assembly Required: The Not-So-Secret Life of a Transgender Teen,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Anderson, M. T.",Feed,Banned Pending Investigation,Florida,Indian river county school district,Administrator,1,2021-11-01
"Anderson, Carol",White Rage: The Unspoken Truth of Our Racial Divide,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Bourne, Shakirah","Allies: Real Talk About Showing Up, Screwing Up, And Trying Again",Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Bowman, Akemi Dawn",Summer Bird Blue,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Clifton, Lucille",The Boy Who Didn't Believe in Spring,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Cabrera, Cozbi A.",My Hair is a Garden,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Cast, P. C.",Untamed (House of Night Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Cast, P. C.",Tempted (House of Night Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Cast, P. C.",Revealed (House of Night Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Cast, P. C.",Redeemed (House of Night Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Cast, P. C.",Marked (House of Night Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Cast, P. C.",Hunted (House of Night Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Cast, P. C.",Hidden (House of Night Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Cast, P. C.",Destined (House of Night Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Cast, P. C.",Chosen (House of Night Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Cast, P. C.",Burned (House of Night Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Cast, P. C.",Betrayed (House of Night Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Cast, P. C.",Awakened (House of Night Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Cassedy, Patrice",Teen Pregnancy,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Carter, Caela","My Best Friend, Maybe",Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Cart, Michael",Love & Sex: Ten Stories of Truth,Banned Pending Investigation,Texas,Fredericksburg independent school district,Administrator,1,2022-03-01
"Cart, Michael",How Beautiful the Ordinary: Twelve Stories of Identity,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Carpenter, Amy R.","Be Strong, Be Wise: The Young Adult’s Guide to Sexual Assault Awareness and Personal Safety",Banned in Libraries and Classrooms,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Carle, Eric",Draw Me a Star,Banned Pending Investigation,Florida,Indian river county school district,Administrator,1,2021-11-01
"Capetta, Amy Rose",The Storm of Life (The Brilliant Death Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Capetta, Amy Rose",The Brilliant Death (The Brilliant Death Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Capetta, Amy Rose",Sword in the Stars (Once & Future Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Capetta, Amy Rose",Once & Future,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Callender, Kacen",King and the Dragonflies,Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Cavell-Clarke, Steffi",Celebrating Different Beliefs,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Celano, Marianne",Something Happened in Our Town,Banned in Libraries,Missouri,Fox c-6 school district,Formal Challenge,1,2022-05-01
"Cervantes, Angela","Gaby, Lost and Found",Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Chmakova, Svetlana",Brave (Berrybrook Middle School Series),Banned Pending Investigation,Florida,Lee county schools,Administrator,1,2022-03-01
"Clements, Andrew",Extra Credit,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Clarke, Hannah Abigail",The Scapegracers (Scapegracers Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Clarke, Cat",The Pants Project,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Clarke, Cassandra Rose",Forget This Ever Happened,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Clark, Kristin Elizabeth","Jess, Chunk, and the Road Trip to Infinity",Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Clark, Kristin Elizabeth",Freakboy,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Clark-Robinson, Monica",Let the Children March,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Clare, Cassandra",The Red Scrolls of Magic (The Eldest Curses Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Clare, Cassandra",The Lost Book of the White (The Eldest Curses Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
