State,ID,District,Students_tested,Reading_proficiency_rate,Average_proficiency,Diff_from_mean_abs
Virginia,5101380,Fluvanna co pblc schs,1888,79.0,54.32355555555556,24.676444444444442
Virginia,5101410,Franklin city pblc schs,571,70.0,54.32355555555556,15.676444444444442
Virginia,5101440,Franklin co pblc schs,3813,83.0,54.32355555555556,28.676444444444442
Virginia,5101470,Frederick co pblc schs,7032,74.0,54.32355555555556,19.676444444444442
Virginia,5101510,Fredericksburg city pblc schs,1656,75.0,54.32355555555556,20.676444444444442
Virginia,5101560,Galax city pblc schs,674,78.0,54.32355555555556,23.676444444444442
Virginia,5101590,Giles co pblc schs,1315,79.0,54.32355555555556,24.676444444444442
Virginia,5101620,Gloucester co pblc schs,2865,83.0,54.32355555555556,28.676444444444442
Virginia,5101650,Goochland co pblc schs,1337,86.0,54.32355555555556,31.676444444444442
Virginia,5101690,Grayson co pblc schs,888,76.0,54.32355555555556,21.676444444444442
Virginia,5101710,Greene co pblc schs,1689,71.0,54.32355555555556,16.676444444444442
Virginia,5101740,Greensville co pblc schs,1248,64.0,54.32355555555556,9.676444444444442
Virginia,5101770,Halifax co pblc schs,2750,69.0,54.32355555555556,14.676444444444442
Virginia,5101800,Hampton city pblc schs,10543,71.0,54.32355555555556,16.676444444444442
Virginia,5101830,Hanover co pblc schs,9787,85.0,54.32355555555556,30.676444444444442
Virginia,5101860,Harrisonburg city pblc schs,2818,64.0,54.32355555555556,9.676444444444442
Virginia,5101890,Henrico co pblc schs,26505,76.0,54.32355555555556,21.676444444444442
Virginia,5101920,Henry co pblc schs,3838,74.0,54.32355555555556,19.676444444444442
Virginia,5101950,Highland co pblc schs,97,,54.32355555555556,
Virginia,5101980,Hopewell city pblc schs,2115,66.0,54.32355555555556,11.676444444444442
Virginia,5102010,Isle of wight co pblc schs,2908,81.0,54.32355555555556,26.676444444444442
Virginia,5102070,King and queen co pblc schs,389,79.0,54.32355555555556,24.676444444444442
Virginia,5102100,King geo co pblc schs,2282,82.0,54.32355555555556,27.676444444444442
Virginia,5102120,King william co pblc schs,1210,79.0,54.32355555555556,24.676444444444442
Virginia,5102160,Lancaster co pblc schs,611,65.0,54.32355555555556,10.676444444444442
Virginia,5102190,Lee co pblc schs,1661,77.0,54.32355555555556,22.676444444444442
Virginia,5102220,Lexington city pblc schs,353,83.0,54.32355555555556,28.676444444444442
Virginia,5102250,Loudoun co pblc schs,39811,87.0,54.32355555555556,32.67644444444444
Virginia,5102280,Louisa co pblc schs,2547,78.0,54.32355555555556,23.676444444444442
Virginia,5102310,Lunenburg co pblc schs,841,71.0,54.32355555555556,16.676444444444442
Virginia,5102340,Lynchburg city pblc schs,4305,67.0,54.32355555555556,12.676444444444442
Virginia,5102360,Manassas city pblc schs,3713,71.0,54.32355555555556,16.676444444444442
Virginia,5102370,Madison co pblc schs,979,71.0,54.32355555555556,16.676444444444442
Virginia,5102390,Manassas park city pblc schs,1765,70.0,54.32355555555556,15.676444444444442
Virginia,5102400,Martinsville city pblc schs,1115,60.0,54.32355555555556,5.676444444444442
Virginia,5102430,Mathews co pblc schs,596,79.0,54.32355555555556,24.676444444444442
Virginia,5102460,Mecklenburg co pblc schs,2391,74.0,54.32355555555556,19.676444444444442
Virginia,5102490,Middlesex co pblc schs,663,82.0,54.32355555555556,27.676444444444442
Virginia,5102520,Montgomery co pblc schs,4922,82.0,54.32355555555556,27.676444444444442
Virginia,5102580,Nelson co pblc schs,1025,75.0,54.32355555555556,20.676444444444442
Virginia,5102610,New kent co pblc schs,1585,84.0,54.32355555555556,29.676444444444442
Virginia,5102640,Newport news city pblc schs,14136,67.0,54.32355555555556,12.676444444444442
Virginia,5102670,Norfolk city pblc schs,15060,67.0,54.32355555555556,12.676444444444442
Virginia,5102710,Northampton co pblc schs,874,65.0,54.32355555555556,10.676444444444442
Virginia,5102730,Northumberland co pblc schs,714,75.0,54.32355555555556,20.676444444444442
Virginia,5102760,Norton city pblc schs,454,81.0,54.32355555555556,26.676444444444442
Virginia,5102790,Nottoway co pblc schs,1107,68.0,54.32355555555556,13.676444444444442
Virginia,5102820,Orange co pblc schs,2702,80.0,54.32355555555556,25.676444444444442
Virginia,5102850,Page co pblc schs,1908,73.0,54.32355555555556,18.676444444444442
Virginia,5102880,Patrick co pblc schs,1455,77.0,54.32355555555556,22.676444444444442
Virginia,5102910,Petersburg city pblc schs,1984,58.0,54.32355555555556,3.676444444444442
Virginia,5102940,Pittsylvania co pblc schs,4770,79.0,54.32355555555556,24.676444444444442
Virginia,5102980,Poquoson city pblc schs,1133,89.0,54.32355555555556,34.67644444444444
Virginia,5103000,Portsmouth city pblc schs,7514,72.0,54.32355555555556,17.676444444444442
Virginia,5103030,Powhatan co pblc schs,2309,83.0,54.32355555555556,28.676444444444442
Virginia,5103060,Prince edward co pblc schs,1082,66.0,54.32355555555556,11.676444444444442
Virginia,5103090,Prince george co pblc schs,3406,79.0,54.32355555555556,24.676444444444442
Virginia,5103130,Prince william co pblc schs,45690,80.0,54.32355555555556,25.676444444444442
Virginia,5103150,Pulaski co pblc schs,2196,76.0,54.32355555555556,21.676444444444442
Virginia,5103180,Radford city pblc schs,880,76.0,54.32355555555556,21.676444444444442
Virginia,5103210,Rappahannock co pblc schs,467,76.0,54.32355555555556,21.676444444444442
Virginia,5103240,Richmond city pblc schs,10985,58.0,54.32355555555556,3.676444444444442
Virginia,5103270,Richmond co pblc schs,646,78.0,54.32355555555556,23.676444444444442
Virginia,5103300,Roanoke city pblc schs,6683,72.0,54.32355555555556,17.676444444444442
Virginia,5103330,Roanoke co pblc schs,7480,87.0,54.32355555555556,32.67644444444444
Virginia,5103370,Rockbridge co pblc schs,1416,77.0,54.32355555555556,22.676444444444442
Virginia,5103390,Rockingham co pblc schs,6169,81.0,54.32355555555556,26.676444444444442
Virginia,5103420,Russell co pblc schs,2028,84.0,54.32355555555556,29.676444444444442
Virginia,5103460,Salem city pblc schs,2032,85.0,54.32355555555556,30.676444444444442
Virginia,5103480,Scott co pblc schs,1886,83.0,54.32355555555556,28.676444444444442
Virginia,5103510,Shenandoah co pblc schs,3204,72.0,54.32355555555556,17.676444444444442
Virginia,5103520,Smyth co pblc schs,2414,77.0,54.32355555555556,22.676444444444442
Virginia,5103600,Southampton co pblc schs,1407,77.0,54.32355555555556,22.676444444444442
Virginia,5103640,Spotsylvania co pblc schs,12606,78.0,54.32355555555556,23.676444444444442
Virginia,5103660,Stafford co pblc schs,14586,82.0,54.32355555555556,27.676444444444442
Virginia,5103690,Staunton city pblc schs,1382,73.0,54.32355555555556,18.676444444444442
Virginia,5103710,Suffolk city pblc schs,7487,73.0,54.32355555555556,18.676444444444442
Virginia,5103750,Surry co pblc schs,434,75.0,54.32355555555556,20.676444444444442
Virginia,5103780,Sussex co pblc schs,562,71.0,54.32355555555556,16.676444444444442
Virginia,5103810,Tazewell co pblc schs,3268,83.0,54.32355555555556,28.676444444444442
Virginia,5103840,Va beach city pblc schs,36699,83.0,54.32355555555556,28.676444444444442
Virginia,5103870,Warren co pblc schs,2829,77.0,54.32355555555556,22.676444444444442
Virginia,5103900,Washington co pblc schs,3822,84.0,54.32355555555556,29.676444444444442
Virginia,5103930,Waynesboro city pblc schs,1620,69.0,54.32355555555556,14.676444444444442
Virginia,5103950,West point pblc schs,390,92.0,54.32355555555556,37.67644444444444
Virginia,5103980,Westmoreland co pblc schs,853,69.0,54.32355555555556,14.676444444444442
Virginia,5104020,Williamsburg-james city pblc schs,5919,83.0,54.32355555555556,28.676444444444442
Virginia,5104050,Winchester city pblc schs,2201,69.0,54.32355555555556,14.676444444444442
Virginia,5104080,Wise co pblc schs,3087,86.0,54.32355555555556,31.676444444444442
Virginia,5104110,Wythe co pblc schs,2248,79.0,54.32355555555556,24.676444444444442
Virginia,5104150,York co pblc schs,6813,87.0,54.32355555555556,32.67644444444444
Washington,5300001,Enumclaw school district,1772,60.0,54.32355555555556,5.676444444444442
Washington,5300002,Inchelium school district,113,,54.32355555555556,
Washington,5300003,Kelso school district,2516,52.0,54.32355555555556,2.323555555555558
Washington,5300005,Educational service district 112,1,,54.32355555555556,
Washington,5300007,Olympic educational service district 114,1,,54.32355555555556,
Washington,5300010,Educational service district 101,2,,54.32355555555556,
Washington,5300015,Wa state center for childhood deafness and hearing loss,43,,54.32355555555556,
Washington,5300030,Aberdeen school district,1422,42.0,54.32355555555556,12.323555555555558
Washington,5300060,Adna school district,319,52.0,54.32355555555556,2.323555555555558
Washington,5300090,Almira school district,95,,54.32355555555556,
Washington,5300150,Anacortes school district,1390,69.0,54.32355555555556,14.676444444444442
Washington,5300240,Arlington school district,2754,65.0,54.32355555555556,10.676444444444442
Washington,5300280,Asotin-anatone school district,349,60.0,54.32355555555556,5.676444444444442
Washington,5300300,Auburn school district,6798,57.0,54.32355555555556,2.676444444444442
Washington,5300318,Office of the governor (sch for blind),6,,54.32355555555556,
Washington,5300328,Suquamish tribal education department,39,,54.32355555555556,
Washington,5300330,Bainbridge island school district,1591,79.0,54.32355555555556,24.676444444444442
Washington,5300331,First place scholars charter school district,11,,54.32355555555556,
Washington,5300380,Battle ground school district,6371,56.0,54.32355555555556,1.6764444444444422
Washington,5300390,Bellevue school district,8947,77.0,54.32355555555556,22.676444444444442
Washington,5300420,Bellingham school district,4999,65.0,54.32355555555556,10.676444444444442
Washington,5300450,Benge school district,4,,54.32355555555556,
Washington,5300480,Bethel school district,9320,50.0,54.32355555555556,4.323555555555558
Washington,5300510,Bickleton school district,39,,54.32355555555556,
Washington,5300570,Blaine school district,1088,49.0,54.32355555555556,5.323555555555558
Washington,5300630,Boistfort school district,49,,54.32355555555556,
Washington,5300660,Bremerton school district,2240,47.0,54.32355555555556,7.323555555555558
Washington,5300690,Brewster school district,476,23.0,54.32355555555556,31.323555555555558
Washington,5300720,Bridgeport school district,407,39.0,54.32355555555556,15.323555555555558
Washington,5300750,Brinnon school district,27,,54.32355555555556,
Washington,5300780,Burlington-edison school district,1755,44.0,54.32355555555556,10.323555555555558
Washington,5300810,Camas school district,3441,78.0,54.32355555555556,23.676444444444442
Washington,5300840,Cape flattery school district,213,50.0,54.32355555555556,4.323555555555558
Washington,5300870,Carbonado school district,125,,54.32355555555556,
Washington,5300950,Cascade school district,630,63.0,54.32355555555556,8.676444444444442
Washington,5300960,Cashmere school district,700,58.0,54.32355555555556,3.676444444444442
Washington,5300990,Castle rock school district,629,44.0,54.32355555555556,10.323555555555558
Washington,5301050,Centerville school district,52,,54.32355555555556,
Washington,5301080,Central kitsap school district,5215,61.0,54.32355555555556,6.676444444444442
Washington,5301110,Central valley school district,6363,59.0,54.32355555555556,4.676444444444442
Washington,5301140,Centralia school district,1696,47.0,54.32355555555556,7.323555555555558
Washington,5301170,Chehalis school district,1397,54.0,54.32355555555556,0.3235555555555578
Washington,5301200,Lake chelan school district,750,45.0,54.32355555555556,9.323555555555558
Washington,5301230,Cheney school district,2223,50.0,54.32355555555556,4.323555555555558
Washington,5301260,Chewelah school district,392,53.0,54.32355555555556,1.3235555555555578
Washington,5301290,Chimacum school district,523,42.0,54.32355555555556,12.323555555555558
Washington,5301320,Clarkston school district,1315,54.0,54.32355555555556,0.3235555555555578
Washington,5301350,Cle elum-roslyn school district,409,55.0,54.32355555555556,0.6764444444444422
Washington,5301380,Queets-clearwater school district,10,,54.32355555555556,
Washington,5301410,Clover park school district,5786,49.0,54.32355555555556,5.323555555555558
Washington,5301440,Colfax school district,306,74.0,54.32355555555556,19.676444444444442
Washington,5301470,College place school district,574,36.0,54.32355555555556,18.323555555555558
Washington,5301500,Colton school district,80,,54.32355555555556,
Washington,5301560,Columbia (stevens) school district,83,,54.32355555555556,
Washington,5301590,Columbia (walla walla) school district,398,45.0,54.32355555555556,9.323555555555558
Washington,5301630,Colville school district,869,56.0,54.32355555555556,1.6764444444444422
Washington,5301660,Concrete school district,266,44.0,54.32355555555556,10.323555555555558
Washington,5301680,Conway school district,290,61.0,54.32355555555556,6.676444444444442
Washington,5301710,Cosmopolis school district,72,,54.32355555555556,
Washington,5301800,Coupeville school district,480,62.0,54.32355555555556,7.676444444444442
Washington,5301830,Crescent school district,103,,54.32355555555556,
Washington,5301860,Creston school district,57,,54.32355555555556,
Washington,5301890,Curlew school district,107,,54.32355555555556,
Washington,5301920,Cusick school district,127,,54.32355555555556,
Washington,5301950,Damman school district,17,,54.32355555555556,
Washington,5301980,Darrington school district,204,39.0,54.32355555555556,15.323555555555558
Washington,5302010,Davenport school district,304,61.0,54.32355555555556,6.676444444444442
Washington,5302040,Dayton school district,208,50.0,54.32355555555556,4.323555555555558
Washington,5302070,Deer park school district,1176,56.0,54.32355555555556,1.6764444444444422
Washington,5302130,Dieringer school district,970,74.0,54.32355555555556,19.676444444444442
Washington,5302160,Dixie school district,9,,54.32355555555556,
Washington,5302280,East valley school district (spokane),2003,52.0,54.32355555555556,2.323555555555558
Washington,5302310,Eastmont school district,2630,55.0,54.32355555555556,0.6764444444444422
Washington,5302340,Easton school district,59,,54.32355555555556,
Washington,5302370,Eatonville school district,958,49.0,54.32355555555556,5.323555555555558
Washington,5302400,Edmonds school district,8797,61.0,54.32355555555556,6.676444444444442
Washington,5302460,Ellensburg school district,1060,60.0,54.32355555555556,5.676444444444442
Washington,5302490,Elma school district,691,41.0,54.32355555555556,13.323555555555558
Washington,5302520,Endicott school district,78,,54.32355555555556,
Washington,5302550,Entiat school district,152,,54.32355555555556,
Washington,5302610,Ephrata school district,1225,56.0,54.32355555555556,1.6764444444444422
Washington,5302640,Evaline school district,20,,54.32355555555556,
Washington,5302670,Everett school district,9379,68.0,54.32355555555556,13.676444444444442
Washington,5302700,Evergreen school district (clark),12662,51.0,54.32355555555556,3.323555555555558
Washington,5302730,Evergreen school district (stevens),6,,54.32355555555556,
Washington,5302820,Federal way school district,10101,46.0,54.32355555555556,8.323555555555558
Washington,5302850,Ferndale school district,2366,47.0,54.32355555555556,7.323555555555558
Washington,5302880,Fife school district,1832,58.0,54.32355555555556,3.676444444444442
Washington,5302910,Finley school district,454,34.0,54.32355555555556,20.323555555555558
Washington,5302940,Franklin pierce school district,3779,47.0,54.32355555555556,7.323555555555558
Washington,5302970,Freeman school district,484,70.0,54.32355555555556,15.676444444444442
Washington,5303000,Garfield school district,54,,54.32355555555556,
Washington,5303030,Glenwood school district,39,,54.32355555555556,
Washington,5303090,Goldendale school district,478,48.0,54.32355555555556,6.323555555555558
Washington,5303130,Grand coulee dam school district,341,30.0,54.32355555555556,24.323555555555558
Washington,5303150,Grandview school district,1845,33.0,54.32355555555556,21.323555555555558
Washington,5303180,Granger school district,769,27.0,54.32355555555556,27.323555555555558
Washington,5303210,Granite falls school district,935,50.0,54.32355555555556,4.323555555555558
Washington,5303240,Grapeview school district,146,,54.32355555555556,
Washington,5303270,Great northern school district,25,,54.32355555555556,
Washington,5303300,Green mountain school district,97,,54.32355555555556,
Washington,5303330,Griffin school district,430,71.0,54.32355555555556,16.676444444444442
Washington,5303360,Harrington school district,51,,54.32355555555556,
Washington,5303440,Coulee-hartline school district,78,,54.32355555555556,
Washington,5303510,Highland school district,622,42.0,54.32355555555556,12.323555555555558
Washington,5303540,Highline school district,8408,43.0,54.32355555555556,11.323555555555558
Washington,5303570,Hockinson school district,931,59.0,54.32355555555556,4.676444444444442
Washington,5303600,Hood canal school district,189,,54.32355555555556,
Washington,5303660,Hoquiam school district,801,37.0,54.32355555555556,17.323555555555558
Washington,5303720,Index school district,15,,54.32355555555556,
Washington,5303750,Issaquah school district,8988,79.0,54.32355555555556,24.676444444444442
Washington,5303780,Kahlotus school district,13,,54.32355555555556,
Washington,5303810,Kalama school district,487,49.0,54.32355555555556,5.323555555555558
Washington,5303870,Keller school district,7,,54.32355555555556,
Washington,5303930,Kennewick school district,7802,50.0,54.32355555555556,4.323555555555558
Washington,5303960,Kent school district,12646,53.0,54.32355555555556,1.3235555555555578
Washington,5303990,Kettle falls school district,336,50.0,54.32355555555556,4.323555555555558
Washington,5304020,Kiona-benton city school district,680,35.0,54.32355555555556,19.323555555555558
Washington,5304050,Kittitas school district,353,46.0,54.32355555555556,8.323555555555558
Washington,5304080,Klickitat school district,42,,54.32355555555556,
Washington,5304110,La conner school district,277,50.0,54.32355555555556,4.323555555555558
Washington,5304150,Lacrosse school district,37,,54.32355555555556,
Washington,5304170,La center school district,770,63.0,54.32355555555556,8.676444444444442
Washington,5304200,Lake stevens school district,4290,64.0,54.32355555555556,9.676444444444442
Washington,5304230,Lake washington school district,12901,82.0,54.32355555555556,27.676444444444442
Washington,5304260,Lakewood school district,1140,49.0,54.32355555555556,5.323555555555558
Washington,5304290,Lamont school district,33,,54.32355555555556,
Washington,5304380,Liberty school district,227,55.0,54.32355555555556,0.6764444444444422
Washington,5304410,Lind school district,95,,54.32355555555556,
Washington,5304470,Longview school district,3330,45.0,54.32355555555556,9.323555555555558
Washington,5304500,Loon lake school district,57,,54.32355555555556,
Washington,5304530,Lopez school district,85,,54.32355555555556,
Washington,5304560,Riverview school district,1701,67.0,54.32355555555556,12.676444444444442
Washington,5304590,Lyle school district,111,,54.32355555555556,
Washington,5304620,Lynden school district,1384,63.0,54.32355555555556,8.676444444444442
Washington,5304650,Mabton school district,458,22.0,54.32355555555556,32.32355555555556
Washington,5304710,Mansfield school district,56,,54.32355555555556,
Washington,5304740,Manson school district,322,26.0,54.32355555555556,28.323555555555558
Washington,5304800,Mary m knight school district,96,,54.32355555555556,
Washington,5304830,Mary walker school district,231,47.0,54.32355555555556,7.323555555555558
Washington,5304860,Marysville school district,5197,45.0,54.32355555555556,9.323555555555558
Washington,5304890,Mccleary school district,179,,54.32355555555556,
Washington,5304920,Mead school district,4728,66.0,54.32355555555556,11.676444444444442
Washington,5304950,Medical lake school district,922,62.0,54.32355555555556,7.676444444444442
Washington,5304980,Mercer island school district,2141,82.0,54.32355555555556,27.676444444444442
Washington,5305010,Meridian school district,788,51.0,54.32355555555556,3.323555555555558
Washington,5305020,Methow valley school district,309,71.0,54.32355555555556,16.676444444444442
Washington,5305040,Mill a school district,12,,54.32355555555556,
Washington,5305130,Monroe school district,2661,57.0,54.32355555555556,2.676444444444442
Washington,5305160,Montesano school district,560,57.0,54.32355555555556,2.676444444444442
Washington,5305190,Morton school district,162,,54.32355555555556,
Washington,5305220,Moses lake school district,4006,44.0,54.32355555555556,10.323555555555558
Washington,5305250,Mossyrock school district,254,46.0,54.32355555555556,8.323555555555558
Washington,5305280,Mount adams school district,459,17.0,54.32355555555556,37.32355555555556
Washington,5305310,Mount baker school district,931,47.0,54.32355555555556,7.323555555555558
Washington,5305340,Mount pleasant school district,30,,54.32355555555556,
Washington,5305370,East valley school district (yakima),1606,49.0,54.32355555555556,5.323555555555558
Washington,5305400,Mount vernon school district,2921,40.0,54.32355555555556,14.323555555555558
Washington,5305430,Mukilteo school district,7073,55.0,54.32355555555556,0.6764444444444422
Washington,5305460,Naches valley school district,688,50.0,54.32355555555556,4.323555555555558
Washington,5305490,Napavine school district,408,54.0,54.32355555555556,0.3235555555555578
Washington,5305520,Naselle-grays river valley school district,162,,54.32355555555556,
Washington,5305550,Nespelem school district,65,,54.32355555555556,
Washington,5305610,Newport school district,528,52.0,54.32355555555556,2.323555555555558
Washington,5305640,Nine mile falls school district,751,66.0,54.32355555555556,11.676444444444442
Washington,5305670,Nooksack valley school district,757,59.0,54.32355555555556,4.676444444444442
Washington,5305700,North beach school district,333,38.0,54.32355555555556,16.323555555555558
Washington,5305730,North franklin school district,1047,32.0,54.32355555555556,22.323555555555558
Washington,5305760,North kitsap school district,2791,65.0,54.32355555555556,10.676444444444442
Washington,5305790,North mason school district,854,44.0,54.32355555555556,10.323555555555558
Washington,5305820,North river school district,26,,54.32355555555556,
Washington,5305850,North thurston public schools,7148,55.0,54.32355555555556,0.6764444444444422
Washington,5305880,Northport school district,96,,54.32355555555556,
Washington,5305910,Northshore school district,10035,75.0,54.32355555555556,20.676444444444442
Washington,5305940,Oak harbor school district,2665,56.0,54.32355555555556,1.6764444444444422
Washington,5305970,Oakesdale school district,47,,54.32355555555556,
Washington,5306000,Oakville school district,121,,54.32355555555556,
Washington,5306060,Ocean beach school district,513,46.0,54.32355555555556,8.323555555555558
Washington,5306090,Ocosta school district,330,48.0,54.32355555555556,6.323555555555558
Washington,5306120,Odessa school district,120,,54.32355555555556,
Washington,5306150,Okanogan school district,528,50.0,54.32355555555556,4.323555555555558
Washington,5306180,Olympia school district,4071,71.0,54.32355555555556,16.676444444444442
Washington,5306220,Omak school district,2488,50.0,54.32355555555556,4.323555555555558
Washington,5306240,Onalaska school district,352,52.0,54.32355555555556,2.323555555555558
Washington,5306270,Onion creek school district,21,,54.32355555555556,
Washington,5306300,Orcas island school district,279,70.0,54.32355555555556,15.676444444444442
Washington,5306360,Orient school district,17,,54.32355555555556,
Washington,5306390,Orondo school district,105,,54.32355555555556,
Washington,5306420,Oroville school district,258,42.0,54.32355555555556,12.323555555555558
Washington,5306450,Orting school district,1229,51.0,54.32355555555556,3.323555555555558
Washington,5306480,Othello school district,2062,37.0,54.32355555555556,17.323555555555558
Washington,5306510,Palisades school district,15,,54.32355555555556,
Washington,5306540,Palouse school district,79,,54.32355555555556,
Washington,5306570,Pasco school district,8504,32.0,54.32355555555556,22.323555555555558
Washington,5306600,Pateros school district,150,,54.32355555555556,
Washington,5306630,Paterson school district,76,,54.32355555555556,
Washington,5306660,Pe ell school district,135,,54.32355555555556,
Washington,5306690,Peninsula school district,4080,64.0,54.32355555555556,9.676444444444442
Washington,5306750,Pioneer school district,434,40.0,54.32355555555556,14.323555555555558
Washington,5306780,Pomeroy school district,169,,54.32355555555556,
Washington,5306820,Port angeles school district,1747,61.0,54.32355555555556,6.676444444444442
Washington,5306840,Port townsend school district,541,65.0,54.32355555555556,10.676444444444442
Washington,5306870,Prescott school district,173,,54.32355555555556,
Washington,5306900,Prosser school district,1318,45.0,54.32355555555556,9.323555555555558
Washington,5306930,Pullman school district,1304,67.0,54.32355555555556,12.676444444444442
Washington,5306960,Puyallup school district,10405,54.0,54.32355555555556,0.3235555555555578
Washington,5306990,Quilcene school district,152,,54.32355555555556,
Washington,5307020,Quillayute valley school district,819,47.0,54.32355555555556,7.323555555555558
Washington,5307050,Lake quinault school district,87,,54.32355555555556,
Washington,5307080,Quincy school district,1324,24.0,54.32355555555556,30.323555555555558
Washington,5307110,Rainier school district,432,53.0,54.32355555555556,1.3235555555555578
Washington,5307140,Raymond school district,329,48.0,54.32355555555556,6.323555555555558
Washington,5307210,Reardan-edwall school district,283,58.0,54.32355555555556,3.676444444444442
Washington,5307230,Renton school district,7286,51.0,54.32355555555556,3.323555555555558
Washington,5307260,Republic school district,164,,54.32355555555556,
Washington,5307320,Richland school district,5583,59.0,54.32355555555556,4.676444444444442
Washington,5307350,Ridgefield school district,1202,70.0,54.32355555555556,15.676444444444442
Washington,5307380,Ritzville school district,160,,54.32355555555556,
Washington,5307440,Riverside school district,750,49.0,54.32355555555556,5.323555555555558
Washington,5307470,Rochester school district,1121,56.0,54.32355555555556,1.6764444444444422
Washington,5307530,Roosevelt school district,16,,54.32355555555556,
Washington,5307560,Rosalia school district,107,,54.32355555555556,
Washington,5307620,Royal school district,856,33.0,54.32355555555556,21.323555555555558
Washington,5307650,San juan island school district,387,63.0,54.32355555555556,8.676444444444442
Washington,5307680,Satsop school district,25,,54.32355555555556,
Washington,5307710,Seattle public schools,22372,65.0,54.32355555555556,10.676444444444442
Washington,5307740,Sedro-woolley school district,2164,50.0,54.32355555555556,4.323555555555558
Washington,5307770,Selah school district,1755,53.0,54.32355555555556,1.3235555555555578
Washington,5307800,Selkirk school district,130,,54.32355555555556,
Washington,5307830,Sequim school district,1373,58.0,54.32355555555556,3.676444444444442
Washington,5307860,Shaw island school district,12,,54.32355555555556,
Washington,5307900,Shelton school district,1744,46.0,54.32355555555556,8.323555555555558
Washington,5307920,Shoreline school district,4438,74.0,54.32355555555556,19.676444444444442
Washington,5307950,Skamania school district,58,,54.32355555555556,
Washington,5307980,Skykomish school district,14,,54.32355555555556,
Washington,5308020,Snohomish school district,4264,57.0,54.32355555555556,2.676444444444442
Washington,5308040,Snoqualmie valley school district,3074,74.0,54.32355555555556,19.676444444444442
Washington,5308070,Soap lake school district,239,28.0,54.32355555555556,26.323555555555558
Washington,5308100,South bend school district,297,48.0,54.32355555555556,6.323555555555558
Washington,5308130,Tukwila school district,1443,41.0,54.32355555555556,13.323555555555558
Washington,5308160,South kitsap school district,4893,59.0,54.32355555555556,4.676444444444442
Washington,5308190,South whidbey school district,449,59.0,54.32355555555556,4.676444444444442
Washington,5308220,Southside school district,126,,54.32355555555556,
Washington,5308250,Spokane school district,14198,52.0,54.32355555555556,2.323555555555558
Washington,5308280,Sprague school district,22,,54.32355555555556,
Washington,5308310,St. john school district,54,,54.32355555555556,
Washington,5308340,Stanwood-camano school district,1962,62.0,54.32355555555556,7.676444444444442
Washington,5308400,Starbuck school district,13,,54.32355555555556,
Washington,5308430,Stehekin school district,5,,54.32355555555556,
Washington,5308460,Steilacoom hist. school district,1544,68.0,54.32355555555556,13.676444444444442
Washington,5308490,Steptoe school district,26,,54.32355555555556,
Washington,5308520,Stevenson-carson school district,414,40.0,54.32355555555556,14.323555555555558
Washington,5308550,Sultan school district,923,50.0,54.32355555555556,4.323555555555558
Washington,5308580,Summit valley school district,47,,54.32355555555556,
Washington,5308610,Sumner school district,4159,66.0,54.32355555555556,11.676444444444442
Washington,5308670,Sunnyside school district,3417,28.0,54.32355555555556,26.323555555555558
Washington,5308700,Tacoma school district,13604,46.0,54.32355555555556,8.323555555555558
Washington,5308730,Taholah school district,94,,54.32355555555556,
Washington,5308760,Tahoma school district,3826,72.0,54.32355555555556,17.676444444444442
Washington,5308790,Tekoa school district,108,,54.32355555555556,
Washington,5308820,Tenino school district,588,51.0,54.32355555555556,3.323555555555558
Washington,5308850,Thorp school district,49,,54.32355555555556,
Washington,5308910,Toledo school district,374,49.0,54.32355555555556,5.323555555555558
Washington,5308940,Tonasket school district,589,48.0,54.32355555555556,6.323555555555558
Washington,5308970,Toppenish school district,1950,17.0,54.32355555555556,37.32355555555556
Washington,5309000,Touchet school district,127,,54.32355555555556,
Washington,5309030,Toutle lake school district,323,51.0,54.32355555555556,3.323555555555558
Washington,5309060,Trout lake school district,65,,54.32355555555556,
Washington,5309100,Tumwater school district,3199,63.0,54.32355555555556,8.676444444444442
Washington,5309150,Union gap school district,392,54.0,54.32355555555556,0.3235555555555578
Washington,5309180,University place school district,2649,69.0,54.32355555555556,14.676444444444442
Washington,5309240,Valley school district,204,42.0,54.32355555555556,12.323555555555558
Washington,5309270,Vancouver school district,11609,51.0,54.32355555555556,3.323555555555558
Washington,5309300,Vashon island school district,713,70.0,54.32355555555556,15.676444444444442
Washington,5309330,Wahkiakum school district,239,56.0,54.32355555555556,1.6764444444444422
Washington,5309360,Wahluke school district,1158,25.0,54.32355555555556,29.323555555555558
Washington,5309390,Waitsburg school district,146,,54.32355555555556,
Washington,5309450,Walla walla public schools,2941,50.0,54.32355555555556,4.323555555555558
Washington,5309480,Wapato school district,1786,29.0,54.32355555555556,25.323555555555558
Washington,5309510,Warden school district,471,41.0,54.32355555555556,13.323555555555558
Washington,5309540,Washougal school district,1579,58.0,54.32355555555556,3.676444444444442
Washington,5309570,Washtucna school district,22,,54.32355555555556,
Washington,5309600,Waterville school district,136,,54.32355555555556,
Washington,5309630,Wellpinit school district,173,,54.32355555555556,
Washington,5309660,Wenatchee school district,3787,43.0,54.32355555555556,11.323555555555558
Washington,5309690,West valley school district (spokane),1854,52.0,54.32355555555556,2.323555555555558
Washington,5309720,West valley school district (yakima),2573,59.0,54.32355555555556,4.676444444444442
Washington,5309750,White pass school district,225,48.0,54.32355555555556,6.323555555555558
