State,ID,District,Students_tested,Reading_proficiency_rate,Average_proficiency,Diff_from_mean_abs
District of columbia,1100022,Seed pcs of washington dc,244,18.0,54.32355555555556,36.32355555555556
District of columbia,1100026,Washington math science pcs,56,,54.32355555555556,
District of columbia,1100030,District of columbia public schools,18505,25.0,54.32355555555556,29.323555555555558
District of columbia,1100031,Kipp academy pcs,1787,23.0,54.32355555555556,31.323555555555558
District of columbia,1100032,Latin america youth bilingual montessori lamb pcs,74,,54.32355555555556,
District of columbia,1100034,Thurgood marshall academy pcs,84,,54.32355555555556,
District of columbia,1100035,Capital city pcs,494,26.0,54.32355555555556,28.323555555555558
District of columbia,1100039,Paul jhs pcs,461,18.0,54.32355555555556,36.32355555555556
District of columbia,1100040,Tree of life pcs,101,,54.32355555555556,
District of columbia,1100042,Dc bilingual pcs,136,,54.32355555555556,
District of columbia,1100043,El haynes pcs,588,28.0,54.32355555555556,26.323555555555558
District of columbia,1100044,Mary mcleod bethune  pcs,170,,54.32355555555556,
District of columbia,1100045,Two rivers pcs,288,40.0,54.32355555555556,14.323555555555558
District of columbia,1100048,Dc preparatory academy pcs,564,43.0,54.32355555555556,11.323555555555558
District of columbia,1100049,Eagle academy pcs,82,,54.32355555555556,
District of columbia,1100051,Hope community pcs,235,19.0,54.32355555555556,35.32355555555556
District of columbia,1100053,William e doar jr pcs,185,,54.32355555555556,
District of columbia,1100057,Early childhood academy pcs,37,,54.32355555555556,
District of columbia,1100058,Howard university middle school of math and science,264,14.0,54.32355555555556,40.32355555555556
District of columbia,1100060,Potomac preparatory pcs,170,,54.32355555555556,
District of columbia,1100064,St coletta special education pcs,96,,54.32355555555556,
District of columbia,1100072,Achievement prep academy pcs,416,27.0,54.32355555555556,27.323555555555558
District of columbia,1100073,Center city pcs,885,18.0,54.32355555555556,36.32355555555556
District of columbia,1100076,Excel academy pcs,215,23.0,54.32355555555556,31.323555555555558
District of columbia,1100077,Washington yu ying pcs,164,,54.32355555555556,
District of columbia,1100079,National collegiate prep,80,,54.32355555555556,
District of columbia,1100080,Inspired teaching demonstration pcs,84,,54.32355555555556,
District of columbia,1100081,Shining stars montessori pcs,3,,54.32355555555556,
District of columbia,1100082,Richard wright pcs for journalism and media arts pcs,82,,54.32355555555556,
District of columbia,1100083,Basis dc pcs,496,67.0,54.32355555555556,12.676444444444442
District of columbia,1100084,Creative minds international pcs,29,,54.32355555555556,
District of columbia,1100085,Dc scholars pcs,88,,54.32355555555556,
District of columbia,1100086,Mundo verde bilingual pcs,65,,54.32355555555556,
District of columbia,1100087,Dyrs,8,,54.32355555555556,
District of columbia,1100089,Somerset preparatory pcs,179,,54.32355555555556,
District of columbia,1100095,Democracy prep congress heights pcs,208,11.0,54.32355555555556,43.32355555555556
District of columbia,1100096,Harmony dc public charter school,19,,54.32355555555556,
District of columbia,1100097,District of columbia international school,204,36.0,54.32355555555556,18.323555555555558
Florida,1200002,Fl virtual,2746,71.0,54.32355555555556,16.676444444444442
Florida,1200030,Alachua,15862,57.0,54.32355555555556,2.676444444444442
Florida,1200060,Baker,2898,49.0,54.32355555555556,5.323555555555558
Florida,1200090,Bay,15332,53.0,54.32355555555556,1.3235555555555578
Florida,1200120,Bradford,1675,41.0,54.32355555555556,13.323555555555558
Florida,1200150,Brevard,41440,61.0,54.32355555555556,6.676444444444442
Florida,1200180,Broward,152125,53.0,54.32355555555556,1.3235555555555578
Florida,1200210,Calhoun,1307,59.0,54.32355555555556,4.676444444444442
Florida,1200240,Charlotte,9263,52.0,54.32355555555556,2.323555555555558
Florida,1200270,Citrus,8653,56.0,54.32355555555556,1.6764444444444422
Florida,1200300,Clay,21259,58.0,54.32355555555556,3.676444444444442
Florida,1200330,Collier,26983,55.0,54.32355555555556,0.6764444444444422
Florida,1200360,Columbia,5813,50.0,54.32355555555556,4.323555555555558
Florida,1200390,Dade,209474,52.0,54.32355555555556,2.323555555555558
Florida,1200420,Desoto,2796,34.0,54.32355555555556,20.323555555555558
Florida,1200450,Dixie,1091,51.0,54.32355555555556,3.323555555555558
Florida,1200480,Duval,71557,47.0,54.32355555555556,7.323555555555558
Florida,1200510,Escambia,23099,45.0,54.32355555555556,9.323555555555558
Florida,1200540,Flagler,7704,58.0,54.32355555555556,3.676444444444442
Florida,1200570,Franklin,715,46.0,54.32355555555556,8.323555555555558
Florida,1200600,Gadsden,3077,33.0,54.32355555555556,21.323555555555558
Florida,1200630,Gilchrist,1444,60.0,54.32355555555556,5.676444444444442
Florida,1200660,Glades,994,46.0,54.32355555555556,8.323555555555558
Florida,1200690,Gulf,1055,51.0,54.32355555555556,3.323555555555558
Florida,1200720,Hamilton,944,28.0,54.32355555555556,26.323555555555558
Florida,1200750,Hardee,3186,42.0,54.32355555555556,12.323555555555558
Florida,1200780,Hendry,4071,39.0,54.32355555555556,15.323555555555558
Florida,1200810,Hernando,13157,53.0,54.32355555555556,1.3235555555555578
Florida,1200840,Highlands,7279,46.0,54.32355555555556,8.323555555555558
Florida,1200870,Hillsborough,117928,51.0,54.32355555555556,3.323555555555558
Florida,1200900,Holmes,1913,48.0,54.32355555555556,6.323555555555558
Florida,1200930,Indian river,10621,53.0,54.32355555555556,1.3235555555555578
Florida,1200960,Jackson,3905,54.0,54.32355555555556,0.3235555555555578
Florida,1200990,Jefferson,467,25.0,54.32355555555556,29.323555555555558
Florida,1201020,Lafayette,729,50.0,54.32355555555556,4.323555555555558
Florida,1201050,Lake,24235,50.0,54.32355555555556,4.323555555555558
Florida,1201080,Lee,51255,53.0,54.32355555555556,1.3235555555555578
Florida,1201110,Leon,19240,58.0,54.32355555555556,3.676444444444442
Florida,1201140,Levy,3005,42.0,54.32355555555556,12.323555555555558
Florida,1201170,Liberty,751,52.0,54.32355555555556,2.323555555555558
Florida,1201200,Madison,1411,34.0,54.32355555555556,20.323555555555558
Florida,1201230,Manatee,27635,49.0,54.32355555555556,5.323555555555558
Florida,1201260,Marion,24712,46.0,54.32355555555556,8.323555555555558
Florida,1201290,Martin,11051,60.0,54.32355555555556,5.676444444444442
Florida,1201320,Monroe,4671,57.0,54.32355555555556,2.676444444444442
Florida,1201350,Nassau,6744,62.0,54.32355555555556,7.676444444444442
Florida,1201380,Okaloosa,17272,64.0,54.32355555555556,9.676444444444442
Florida,1201410,Okeechobee,3699,40.0,54.32355555555556,14.323555555555558
Florida,1201440,Orange,111184,53.0,54.32355555555556,1.3235555555555578
Florida,1201470,Osceola,34604,50.0,54.32355555555556,4.323555555555558
Florida,1201500,Palm beach,109005,54.0,54.32355555555556,0.3235555555555578
Florida,1201530,Pasco,40339,55.0,54.32355555555556,0.6764444444444422
Florida,1201560,Pinellas,58095,52.0,54.32355555555556,2.323555555555558
Florida,1201590,Polk,56665,45.0,54.32355555555556,9.323555555555558
Florida,1201620,Putnam,6220,39.0,54.32355555555556,15.323555555555558
Florida,1201650,Santa rosa,15883,66.0,54.32355555555556,11.676444444444442
Florida,1201680,Sarasota,25199,66.0,54.32355555555556,11.676444444444442
Florida,1201710,Seminole,38858,62.0,54.32355555555556,7.676444444444442
Florida,1201740,St. johns,21533,73.0,54.32355555555556,18.676444444444442
Florida,1201770,St. lucie,23600,46.0,54.32355555555556,8.323555555555558
Florida,1201800,Sumter,4936,60.0,54.32355555555556,5.676444444444442
Florida,1201830,Suwannee,3440,43.0,54.32355555555556,11.323555555555558
Florida,1201860,Taylor,1513,43.0,54.32355555555556,11.323555555555558
Florida,1201890,Union,1339,53.0,54.32355555555556,1.3235555555555578
Florida,1201920,Volusia,35816,52.0,54.32355555555556,2.323555555555558
Florida,1201950,Wakulla,2940,59.0,54.32355555555556,4.676444444444442
Florida,1201980,Walton,4946,57.0,54.32355555555556,2.676444444444442
Florida,1202010,Washington,1948,49.0,54.32355555555556,5.323555555555558
Florida,1202011,Wash special,65,,54.32355555555556,
Florida,1202012,Fau lab sch,1627,78.0,54.32355555555556,23.676444444444442
Florida,1202013,Fsu lab sch,1511,74.0,54.32355555555556,19.676444444444442
Florida,1202014,Famu lab sch,248,46.0,54.32355555555556,8.323555555555558
Florida,1202015,Uf lab sch,751,71.0,54.32355555555556,16.676444444444442
Florida,1202016,Deaf/blind,348,20.0,54.32355555555556,34.32355555555556
Georgia,1300001,Troup county,6293,34.0,54.32355555555556,20.323555555555558
Georgia,1300005,Commission charter schools- ccat school,80,,54.32355555555556,
Georgia,1300023,State charter schools- odyssey school,264,32.0,54.32355555555556,22.323555555555558
Georgia,1300026,Department of juvenile justice,46,,54.32355555555556,
Georgia,1300060,Appling county,1815,29.0,54.32355555555556,25.323555555555558
Georgia,1300090,Atkinson county,826,36.0,54.32355555555556,18.323555555555558
Georgia,1300120,Atlanta public schools,25348,32.0,54.32355555555556,22.323555555555558
Georgia,1300150,Bacon county,1042,31.0,54.32355555555556,23.323555555555558
Georgia,1300180,Baker county,179,,54.32355555555556,
Georgia,1300210,Baldwin county,2903,19.0,54.32355555555556,35.32355555555556
Georgia,1300214,State charter schools- mountain education center school,96,,54.32355555555556,
Georgia,1300215,Commission charter schools- ivy preparatory academy school,270,47.0,54.32355555555556,7.323555555555558
Georgia,1300217,Commission charter schools- fulton leadership academy,226,36.0,54.32355555555556,18.323555555555558
Georgia,1300218,Commission charter schools- pataula charter academy,260,34.0,54.32355555555556,20.323555555555558
Georgia,1300221,Commission charter schools- atlanta heights charter school,391,17.0,54.32355555555556,37.32355555555556
Georgia,1300222,Commission charter schools- coweta charter academy,418,55.0,54.32355555555556,0.6764444444444422
Georgia,1300223,State schools- georgia school for the deaf,50,,54.32355555555556,
Georgia,1300224,State schools- georgia academy for the blind,49,,54.32355555555556,
Georgia,1300225,State schools- atlanta area school for the deaf,82,,54.32355555555556,
Georgia,1300226,State charter schools- ivy prep academy at kirkwood for gir,219,27.0,54.32355555555556,27.323555555555558
Georgia,1300227,State charter schools- georgia connections academy,1808,40.0,54.32355555555556,14.323555555555558
Georgia,1300229,State charter schools- ivy preparatory young men's leadersh,194,,54.32355555555556,
Georgia,1300230,State charter schools- cherokee charter academy,555,49.0,54.32355555555556,5.323555555555558
Georgia,1300231,State charter schools- provost academy georgia,193,,54.32355555555556,
Georgia,1300232,State charter schools- georgia cyber academy,6910,35.0,54.32355555555556,19.323555555555558
Georgia,1300233,State charter schools- utopian academy for the arts charter,165,,54.32355555555556,
Georgia,1300240,Banks county,1494,39.0,54.32355555555556,15.323555555555558
Georgia,1300290,Barrow county,7033,36.0,54.32355555555556,18.323555555555558
Georgia,1300330,Bartow county,7194,34.0,54.32355555555556,20.323555555555558
Georgia,1300360,Ben hill county,1507,27.0,54.32355555555556,27.323555555555558
Georgia,1300390,Berrien county,1607,41.0,54.32355555555556,13.323555555555558
Georgia,1300420,Bibb county,12192,22.0,54.32355555555556,32.32355555555556
Georgia,1300440,Bleckley county,1183,46.0,54.32355555555556,8.323555555555558
Georgia,1300480,Brantley county,1727,37.0,54.32355555555556,17.323555555555558
Georgia,1300510,Bremen city,1116,54.0,54.32355555555556,0.3235555555555578
Georgia,1300540,Brooks county,1093,25.0,54.32355555555556,29.323555555555558
Georgia,1300570,Bryan county,4524,45.0,54.32355555555556,9.323555555555558
Georgia,1300600,Buford city,2192,54.0,54.32355555555556,0.3235555555555578
Georgia,1300630,Bulloch county,5117,37.0,54.32355555555556,17.323555555555558
Georgia,1300660,Burke county,2234,23.0,54.32355555555556,31.323555555555558
Georgia,1300690,Butts county,1843,28.0,54.32355555555556,26.323555555555558
Georgia,1300720,Calhoun city,2052,35.0,54.32355555555556,19.323555555555558
Georgia,1300750,Calhoun county,376,14.0,54.32355555555556,40.32355555555556
Georgia,1300780,Camden county,4444,40.0,54.32355555555556,14.323555555555558
Georgia,1300810,Candler county,1059,32.0,54.32355555555556,22.323555555555558
Georgia,1300840,Carroll county,7375,37.0,54.32355555555556,17.323555555555558
Georgia,1300870,Carrollton city,2289,42.0,54.32355555555556,12.323555555555558
Georgia,1300900,Cartersville city,2243,42.0,54.32355555555556,12.323555555555558
Georgia,1300930,Catoosa county,5595,40.0,54.32355555555556,14.323555555555558
Georgia,1300990,Charlton county,803,26.0,54.32355555555556,28.323555555555558
Georgia,1301020,Chatham county,18764,30.0,54.32355555555556,24.323555555555558
Georgia,1301050,Chattahoochee county,359,24.0,54.32355555555556,30.323555555555558
Georgia,1301080,Chattooga county,1325,27.0,54.32355555555556,27.323555555555558
Georgia,1301110,Cherokee county,21560,49.0,54.32355555555556,5.323555555555558
Georgia,1301140,Chickamauga city,741,52.0,54.32355555555556,2.323555555555558
Georgia,1301170,Clarke county,6294,26.0,54.32355555555556,28.323555555555558
Georgia,1301200,Clay county,145,,54.32355555555556,
Georgia,1301230,Clayton county,27636,26.0,54.32355555555556,28.323555555555558
Georgia,1301260,Clinch county,708,21.0,54.32355555555556,33.32355555555556
Georgia,1301290,Cobb county,58577,50.0,54.32355555555556,4.323555555555558
Georgia,1301350,Coffee county,3760,33.0,54.32355555555556,21.323555555555558
Georgia,1301380,Colquitt county,4063,24.0,54.32355555555556,30.323555555555558
Georgia,1301410,Columbia county,13584,49.0,54.32355555555556,5.323555555555558
Georgia,1301440,Commerce city,784,40.0,54.32355555555556,14.323555555555558
Georgia,1301470,Cook county,1611,28.0,54.32355555555556,26.323555555555558
Georgia,1301500,Coweta county,11576,43.0,54.32355555555556,11.323555555555558
Georgia,1301530,Crawford county,903,23.0,54.32355555555556,31.323555555555558
Georgia,1301560,Crisp county,2037,24.0,54.32355555555556,30.323555555555558
Georgia,1301590,Dade county,1099,37.0,54.32355555555556,17.323555555555558
Georgia,1301620,Dalton city,3962,30.0,54.32355555555556,24.323555555555558
Georgia,1301650,Dawson county,1827,41.0,54.32355555555556,13.323555555555558
Georgia,1301680,Decatur city,2291,66.0,54.32355555555556,11.676444444444442
Georgia,1301710,Decatur county,2658,27.0,54.32355555555556,27.323555555555558
Georgia,1301740,Dekalb county,49236,32.0,54.32355555555556,22.323555555555558
Georgia,1301770,Dodge county,1643,32.0,54.32355555555556,22.323555555555558
Georgia,1301800,Dooly county,663,10.0,54.32355555555556,44.32355555555556
Georgia,1301830,Dougherty county,7598,21.0,54.32355555555556,33.32355555555556
Georgia,1301860,Douglas county,13863,35.0,54.32355555555556,19.323555555555558
Georgia,1301870,Dublin city,1248,13.0,54.32355555555556,41.32355555555556
Georgia,1301890,Laurens county,3359,34.0,54.32355555555556,20.323555555555558
Georgia,1301920,Early county,1111,26.0,54.32355555555556,28.323555555555558
Georgia,1301950,Echols county,406,33.0,54.32355555555556,21.323555555555558
Georgia,1301980,Effingham county,5988,44.0,54.32355555555556,10.323555555555558
Georgia,1302010,Elbert county,1460,28.0,54.32355555555556,26.323555555555558
Georgia,1302040,Emanuel county,2100,25.0,54.32355555555556,29.323555555555558
Georgia,1302070,Evans county,926,25.0,54.32355555555556,29.323555555555558
Georgia,1302100,Fannin county,1611,38.0,54.32355555555556,16.323555555555558
Georgia,1302130,Fayette county,10652,55.0,54.32355555555556,0.6764444444444422
Georgia,1302190,Floyd county,5078,33.0,54.32355555555556,21.323555555555558
Georgia,1302220,Forsyth county,23097,67.0,54.32355555555556,12.676444444444442
Georgia,1302250,Franklin county,1890,33.0,54.32355555555556,21.323555555555558
Georgia,1302280,Fulton county,48478,48.0,54.32355555555556,6.323555555555558
Georgia,1302310,Gainesville city,3922,26.0,54.32355555555556,28.323555555555558
Georgia,1302340,Gilmer county,2124,35.0,54.32355555555556,19.323555555555558
Georgia,1302370,Glascock county,307,36.0,54.32355555555556,18.323555555555558
Georgia,1302400,Glynn county,6611,39.0,54.32355555555556,15.323555555555558
Georgia,1302430,Gordon county,3418,34.0,54.32355555555556,20.323555555555558
Georgia,1302460,Grady county,2316,29.0,54.32355555555556,25.323555555555558
Georgia,1302490,Greene county,1162,32.0,54.32355555555556,22.323555555555558
Georgia,1302520,Spalding county,5182,28.0,54.32355555555556,26.323555555555558
Georgia,1302550,Gwinnett county,91243,47.0,54.32355555555556,7.323555555555558
Georgia,1302580,Habersham county,3535,38.0,54.32355555555556,16.323555555555558
Georgia,1302610,Hall county,12784,38.0,54.32355555555556,16.323555555555558
Georgia,1302640,Hancock county,503,15.0,54.32355555555556,39.32355555555556
Georgia,1302670,Haralson county,1819,30.0,54.32355555555556,24.323555555555558
Georgia,1302700,Harris county,2720,43.0,54.32355555555556,11.323555555555558
Georgia,1302730,Hart county,1750,32.0,54.32355555555556,22.323555555555558
Georgia,1302790,Heard county,1009,39.0,54.32355555555556,15.323555555555558
Georgia,1302820,Henry county,22214,37.0,54.32355555555556,17.323555555555558
Georgia,1302880,Houston county,13816,39.0,54.32355555555556,15.323555555555558
Georgia,1302910,Irwin county,874,25.0,54.32355555555556,29.323555555555558
Georgia,1302940,Jackson county,3871,42.0,54.32355555555556,12.323555555555558
Georgia,1302970,Jasper county,1198,30.0,54.32355555555556,24.323555555555558
Georgia,1303000,Jeff davis county,1515,28.0,54.32355555555556,26.323555555555558
Georgia,1303030,Jefferson city,1726,54.0,54.32355555555556,0.3235555555555578
Georgia,1303060,Jefferson county,1404,20.0,54.32355555555556,34.32355555555556
Georgia,1303090,Jenkins county,621,20.0,54.32355555555556,34.32355555555556
Georgia,1303120,Johnson county,594,28.0,54.32355555555556,26.323555555555558
Georgia,1303150,Jones county,2844,38.0,54.32355555555556,16.323555555555558
Georgia,1303210,Lamar county,1372,24.0,54.32355555555556,30.323555555555558
Georgia,1303240,Lanier county,817,31.0,54.32355555555556,23.323555555555558
Georgia,1303270,Lee county,3319,44.0,54.32355555555556,10.323555555555558
Georgia,1303300,Liberty county,4931,33.0,54.32355555555556,21.323555555555558
Georgia,1303330,Lincoln county,592,34.0,54.32355555555556,20.323555555555558
Georgia,1303360,Long county,1562,28.0,54.32355555555556,26.323555555555558
Georgia,1303390,Lowndes county,5314,47.0,54.32355555555556,7.323555555555558
Georgia,1303420,Lumpkin county,1971,47.0,54.32355555555556,7.323555555555558
Georgia,1303450,Macon county,741,16.0,54.32355555555556,38.32355555555556
Georgia,1303480,Madison county,2464,41.0,54.32355555555556,13.323555555555558
Georgia,1303510,Marietta city,4585,38.0,54.32355555555556,16.323555555555558
Georgia,1303540,Marion county,713,33.0,54.32355555555556,21.323555555555558
Georgia,1303570,Mcduffie county,2117,26.0,54.32355555555556,28.323555555555558
Georgia,1303600,Mcintosh county,790,29.0,54.32355555555556,25.323555555555558
Georgia,1303630,Meriwether county,1425,19.0,54.32355555555556,35.32355555555556
Georgia,1303660,Miller county,519,23.0,54.32355555555556,31.323555555555558
Georgia,1303690,Mitchell county,1196,24.0,54.32355555555556,30.323555555555558
Georgia,1303720,Monroe county,1998,39.0,54.32355555555556,15.323555555555558
Georgia,1303750,Montgomery county,695,25.0,54.32355555555556,29.323555555555558
Georgia,1303780,Morgan county,1635,42.0,54.32355555555556,12.323555555555558
Georgia,1303840,Murray county,3767,34.0,54.32355555555556,20.323555555555558
Georgia,1303870,Muscogee county,15708,31.0,54.32355555555556,23.323555555555558
Georgia,1303930,Newton county,10101,32.0,54.32355555555556,22.323555555555558
Georgia,1303960,Oconee county,3758,59.0,54.32355555555556,4.676444444444442
Georgia,1303990,Oglethorpe county,1179,39.0,54.32355555555556,15.323555555555558
Georgia,1304020,Paulding county,15399,40.0,54.32355555555556,14.323555555555558
Georgia,1304050,Peach county,1900,24.0,54.32355555555556,30.323555555555558
Georgia,1304080,Pelham city,723,21.0,54.32355555555556,33.32355555555556
Georgia,1304110,Pickens county,2298,34.0,54.32355555555556,20.323555555555558
Georgia,1304140,Pierce county,1870,43.0,54.32355555555556,11.323555555555558
Georgia,1304170,Pike county,1855,38.0,54.32355555555556,16.323555555555558
Georgia,1304200,Polk county,3831,27.0,54.32355555555556,27.323555555555558
Georgia,1304220,Pulaski county,677,27.0,54.32355555555556,27.323555555555558
Georgia,1304260,Putnam county,1392,32.0,54.32355555555556,22.323555555555558
Georgia,1304290,Quitman county,177,,54.32355555555556,
Georgia,1304320,Rabun county,1112,39.0,54.32355555555556,15.323555555555558
Georgia,1304350,Randolph county,454,12.0,54.32355555555556,42.32355555555556
Georgia,1304380,Richmond county,15672,22.0,54.32355555555556,32.32355555555556
Georgia,1304410,Rockdale county,8542,37.0,54.32355555555556,17.323555555555558
Georgia,1304440,Rome city,3113,34.0,54.32355555555556,20.323555555555558
Georgia,1304470,Schley county,732,43.0,54.32355555555556,11.323555555555558
Georgia,1304500,Screven county,1173,22.0,54.32355555555556,32.32355555555556
Georgia,1304530,Seminole county,834,32.0,54.32355555555556,22.323555555555558
Georgia,1304540,Social circle city,888,41.0,54.32355555555556,13.323555555555558
Georgia,1304560,Stephens county,2050,39.0,54.32355555555556,15.323555555555558
Georgia,1304590,Stewart county,242,21.0,54.32355555555556,33.32355555555556
Georgia,1304620,Sumter county,2265,20.0,54.32355555555556,34.32355555555556
Georgia,1304650,Talbot county,248,10.0,54.32355555555556,44.32355555555556
Georgia,1304680,Taliaferro county,99,,54.32355555555556,
Georgia,1304770,Tattnall county,1851,28.0,54.32355555555556,26.323555555555558
Georgia,1304800,Taylor county,713,28.0,54.32355555555556,26.323555555555558
Georgia,1304830,Telfair county,869,27.0,54.32355555555556,27.323555555555558
Georgia,1304860,Terrell county,757,15.0,54.32355555555556,39.32355555555556
Georgia,1304890,Thomas county,2798,29.0,54.32355555555556,25.323555555555558
Georgia,1304950,Thomasville city,1411,35.0,54.32355555555556,19.323555555555558
Georgia,1304980,Tift county,4012,29.0,54.32355555555556,25.323555555555558
Georgia,1305040,Toombs county,1475,27.0,54.32355555555556,27.323555555555558
Georgia,1305070,Towns county,530,44.0,54.32355555555556,10.323555555555558
Georgia,1305100,Treutlen county,539,26.0,54.32355555555556,28.323555555555558
Georgia,1305130,Trion city,737,48.0,54.32355555555556,6.323555555555558
Georgia,1305190,Turner county,692,22.0,54.32355555555556,32.32355555555556
Georgia,1305220,Twiggs county,445,19.0,54.32355555555556,35.32355555555556
Georgia,1305250,Union county,1465,46.0,54.32355555555556,8.323555555555558
Georgia,1305280,Thomaston-upson county,2164,24.0,54.32355555555556,30.323555555555558
Georgia,1305310,Valdosta city,3925,27.0,54.32355555555556,27.323555555555558
Georgia,1305340,Vidalia city,1267,32.0,54.32355555555556,22.323555555555558
Georgia,1305370,Walker county,4576,34.0,54.32355555555556,20.323555555555558
Georgia,1305390,Walton county,6982,43.0,54.32355555555556,11.323555555555558
Georgia,1305430,Ware county,2982,41.0,54.32355555555556,13.323555555555558
Georgia,1305460,Warren county,325,17.0,54.32355555555556,37.32355555555556
Georgia,1305490,Washington county,1562,25.0,54.32355555555556,29.323555555555558
Georgia,1305550,Wayne county,2747,31.0,54.32355555555556,23.323555555555558
Georgia,1305580,Webster county,227,33.0,54.32355555555556,21.323555555555558
Georgia,1305640,Wheeler county,492,30.0,54.32355555555556,24.323555555555558
Georgia,1305670,White county,2152,37.0,54.32355555555556,17.323555555555558
Georgia,1305700,Whitfield county,6968,32.0,54.32355555555556,22.323555555555558
Georgia,1305730,Wilcox county,605,29.0,54.32355555555556,25.323555555555558
Georgia,1305760,Wilkes county,799,25.0,54.32355555555556,29.323555555555558
Georgia,1305790,Wilkinson county,775,26.0,54.32355555555556,28.323555555555558
Georgia,1305850,Worth county,1602,27.0,54.32355555555556,27.323555555555558
Hawaii,1500030,Hawaii department of education,92993,49.0,54.32355555555556,5.323555555555558
Idaho,1600001,West bonner county district,622,37.0,54.32355555555556,17.323555555555558
Idaho,1600002,Lake pend oreille school district,1885,62.0,54.32355555555556,7.676444444444442
Idaho,1600003,Victory charter school,226,81.0,54.32355555555556,26.676444444444442
Idaho,1600004,Idaho virtual academy,1170,45.0,54.32355555555556,9.323555555555558
Idaho,1600005,Richard mckenna charter high school,42,,54.32355555555556,
Idaho,1600006,Rolling hills charter school,166,,54.32355555555556,
Idaho,1600007,Compass charter school,418,77.0,54.32355555555556,22.676444444444442
Idaho,1600008,Falcon ridge charter school,192,,54.32355555555556,
Idaho,1600009,Troy school district,142,,54.32355555555556,
Idaho,1600010,Whitepine jt school district,123,,54.32355555555556,
Idaho,1600011,Inspire virtual charter,444,51.0,54.32355555555556,3.323555555555558
Idaho,1600012,Liberty charter,230,74.0,54.32355555555556,19.676444444444442
Idaho,1600014,The academy [arc],193,,54.32355555555556,
Idaho,1600015,Taylors crossing charter school,192,,54.32355555555556,
Idaho,1600030,Aberdeen district,381,29.0,54.32355555555556,25.323555555555558
Idaho,1600060,American falls joint district,756,40.0,54.32355555555556,14.323555555555558
Idaho,1600090,Arbon elementary district,12,,54.32355555555556,
Idaho,1600138,Salmon river joint school dist,61,,54.32355555555556,
Idaho,1600139,Mountain view school district,595,44.0,54.32355555555556,10.323555555555558
Idaho,1600140,Xavier charter school,407,64.0,54.32355555555556,9.676444444444442
Idaho,1600141,Vision charter school,395,59.0,54.32355555555556,4.676444444444442
Idaho,1600142,White pine charter school,292,67.0,54.32355555555556,12.676444444444442
Idaho,1600143,North valley academy,147,,54.32355555555556,
Idaho,1600144,Isucceed virtual high school,45,,54.32355555555556,
Idaho,1600145,Idaho science & technology charter,296,48.0,54.32355555555556,6.323555555555558
Idaho,1600148,Idaho connects online charter district,147,,54.32355555555556,
Idaho,1600149,Kootenai bridge academy,17,,54.32355555555556,
Idaho,1600150,Avery school district,8,,54.32355555555556,
Idaho,1600151,Palouse prairie charter,106,,54.32355555555556,
Idaho,1600152,Canyon-owyhee school service agency (cossa),37,,54.32355555555556,
Idaho,1600153,Blackfoot charter community learning center,127,,54.32355555555556,
Idaho,1600154,Monticello montessori charter school,97,,54.32355555555556,
Idaho,1600155,Another choice virtual charter district,165,,54.32355555555556,
Idaho,1600156,Sage international school of boise,499,79.0,54.32355555555556,24.676444444444442
Idaho,1600157,The village charter school district,146,,54.32355555555556,
Idaho,1600158,Legacy charter school district,206,61.0,54.32355555555556,6.676444444444442
Idaho,1600159,Heritage academy district,102,,54.32355555555556,
Idaho,1600160,North idaho stem charter academy district,213,68.0,54.32355555555556,13.676444444444442
Idaho,1600161,Heritage community charter district,321,41.0,54.32355555555556,13.323555555555558
Idaho,1600162,American heritage charter district,146,,54.32355555555556,
Idaho,1600163,Chief tahgee elementary academy district,35,,54.32355555555556,
Idaho,1600165,Forrest m. bird charter district,193,,54.32355555555556,
Idaho,1600166,Syringa mountain charter district,59,,54.32355555555556,
Idaho,1600169,Idaho stem academy dba bingham academy charter district,18,,54.32355555555556,
Idaho,1600170,Upper carmen public charter district,51,,54.32355555555556,
Idaho,1600171,Idaho college & career readiness academy,22,,54.32355555555556,
Idaho,1600172,Idaho distance education academy district,328,67.0,54.32355555555556,12.676444444444442
Idaho,1600173,Coeur d'alene charter academy district,474,81.0,54.32355555555556,26.676444444444442
Idaho,1600174,North star charter district,585,67.0,54.32355555555556,12.676444444444442
Idaho,1600180,Basin school district,199,,54.32355555555556,
Idaho,1600240,Bear lake county district,563,49.0,54.32355555555556,5.323555555555558
Idaho,1600270,Blackfoot district,2081,38.0,54.32355555555556,16.323555555555558
Idaho,1600300,Blaine county district,1769,61.0,54.32355555555556,6.676444444444442
Idaho,1600330,Bliss joint district,72,,54.32355555555556,
Idaho,1600360,Boise independent district,13698,57.0,54.32355555555556,2.676444444444442
Idaho,1600420,Boundary county district,720,45.0,54.32355555555556,9.323555555555558
Idaho,1600450,Bruneau-grand view joint school district,160,,54.32355555555556,
Idaho,1600480,Buhl joint district,693,33.0,54.32355555555556,21.323555555555558
Idaho,1600490,Butte county joint district,229,59.0,54.32355555555556,4.676444444444442
Idaho,1600510,Caldwell district,3330,31.0,54.32355555555556,23.323555555555558
Idaho,1600540,Camas county district,78,,54.32355555555556,
Idaho,1600570,Cambridge joint district,42,,54.32355555555556,
Idaho,1600600,Vallivue school district,4352,53.0,54.32355555555556,1.3235555555555578
Idaho,1600630,Cascade district,134,,54.32355555555556,
